Electoral wards and divisions Code,Electoral wards and divisions,Economic activity status (20 categories) Code,Economic activity status (20 categories),Observation
E05013541,Walpole,18,Economically inactive: Long-term sick or disabled,322
E05013541,Walpole,19,Economically inactive: Other,480
E05013542,Belmont (Harrow),-8,Does not apply,1814
E05013542,Belmont (Harrow),1,Economically active (excluding full-time students): In employment: Employee: Part-time,773
E05013542,Belmont (Harrow),2,Economically active (excluding full-time students): In employment: Employee: Full-time,2378
E05013542,Belmont (Harrow),3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,50
E05013542,Belmont (Harrow),4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,189
E05013542,Belmont (Harrow),5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,349
E05013542,Belmont (Harrow),6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,584
E05013542,Belmont (Harrow),7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,219
E05013542,Belmont (Harrow),8,Economically active and a full-time student: In employment: Employee: Part-time,61
E05013542,Belmont (Harrow),9,Economically active and a full-time student: In employment: Employee: Full-time,20
E05013542,Belmont (Harrow),10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,2
E05013542,Belmont (Harrow),11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,4
E05013542,Belmont (Harrow),12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,16
E05013542,Belmont (Harrow),13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,5
E05013542,Belmont (Harrow),14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,32
E05013542,Belmont (Harrow),15,Economically inactive: Retired,1277
E05013542,Belmont (Harrow),16,Economically inactive: Student,477
E05013542,Belmont (Harrow),17,Economically inactive: Looking after home or family,401
E05013542,Belmont (Harrow),18,Economically inactive: Long-term sick or disabled,146
E05013542,Belmont (Harrow),19,Economically inactive: Other,224
E05013543,Canons,-8,Does not apply,1664
E05013543,Canons,1,Economically active (excluding full-time students): In employment: Employee: Part-time,828
E05013543,Canons,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2397
E05013543,Canons,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,54
E05013543,Canons,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,199
E05013543,Canons,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,435
E05013543,Canons,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,618
E05013543,Canons,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,213
E05013543,Canons,8,Economically active and a full-time student: In employment: Employee: Part-time,63
E05013543,Canons,9,Economically active and a full-time student: In employment: Employee: Full-time,25
E05013543,Canons,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,5
E05013543,Canons,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,2
E05013543,Canons,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,13
E05013543,Canons,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,15
E05013543,Canons,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,29
E05013543,Canons,15,Economically inactive: Retired,1775
E05013543,Canons,16,Economically inactive: Student,447
E05013543,Canons,17,Economically inactive: Looking after home or family,437
E05013543,Canons,18,Economically inactive: Long-term sick or disabled,233
E05013543,Canons,19,Economically inactive: Other,283
E05013544,Centenary,-8,Does not apply,3042
E05013544,Centenary,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1305
E05013544,Centenary,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3806
E05013544,Centenary,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,93
E05013544,Centenary,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,310
E05013544,Centenary,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,587
E05013544,Centenary,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,1147
E05013544,Centenary,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,432
E05013544,Centenary,8,Economically active and a full-time student: In employment: Employee: Part-time,135
