Electoral wards and divisions Code,Electoral wards and divisions,Household composition (15 categories) Code,Household composition (15 categories),Observation
E05011463,Addiscombe West,10,Single family household: Lone parent family: With dependent children,634
E05011463,Addiscombe West,11,Single family household: Lone parent family: All children non-dependent,358
E05011463,Addiscombe West,12,Other household types: Other related household: Other family composition,140
E05011463,Addiscombe West,13,Other household types: With dependent children,271
E05011463,Addiscombe West,14,"Other household types: Other, including all full-time students and all aged 66 years and over",401
E05011464,Bensham Manor,-8,Does not apply,0
E05011464,Bensham Manor,1,One-person household: Aged 66 years and over,496
E05011464,Bensham Manor,2,One-person household: Other,1150
E05011464,Bensham Manor,3,Single family household: All aged 66 years and over,182
E05011464,Bensham Manor,4,Single family household: Married or civil partnership couple: No children,396
E05011464,Bensham Manor,5,Single family household: Married or civil partnership couple: Dependent children,850
E05011464,Bensham Manor,6,Single family household: Married or civil partnership couple: All children non-dependent,409
E05011464,Bensham Manor,7,Single family household: Cohabiting couple family: No children,211
E05011464,Bensham Manor,8,Single family household: Cohabiting couple family: With dependent children,183
E05011464,Bensham Manor,9,Single family household: Cohabiting couple family: All children non-dependent,32
E05011464,Bensham Manor,10,Single family household: Lone parent family: With dependent children,669
E05011464,Bensham Manor,11,Single family household: Lone parent family: All children non-dependent,448
E05011464,Bensham Manor,12,Other household types: Other related household: Other family composition,107
E05011464,Bensham Manor,13,Other household types: With dependent children,474
E05011464,Bensham Manor,14,"Other household types: Other, including all full-time students and all aged 66 years and over",483
E05011465,Broad Green,-8,Does not apply,0
E05011465,Broad Green,1,One-person household: Aged 66 years and over,462
E05011465,Broad Green,2,One-person household: Other,1520
E05011465,Broad Green,3,Single family household: All aged 66 years and over,142
E05011465,Broad Green,4,Single family household: Married or civil partnership couple: No children,417
E05011465,Broad Green,5,Single family household: Married or civil partnership couple: Dependent children,1180
E05011465,Broad Green,6,Single family household: Married or civil partnership couple: All children non-dependent,423
E05011465,Broad Green,7,Single family household: Cohabiting couple family: No children,224
E05011465,Broad Green,8,Single family household: Cohabiting couple family: With dependent children,251
E05011465,Broad Green,9,Single family household: Cohabiting couple family: All children non-dependent,44
E05011465,Broad Green,10,Single family household: Lone parent family: With dependent children,1027
E05011465,Broad Green,11,Single family household: Lone parent family: All children non-dependent,562
E05011465,Broad Green,12,Other household types: Other related household: Other family composition,129
E05011465,Broad Green,13,Other household types: With dependent children,500
E05011465,Broad Green,14,"Other household types: Other, including all full-time students and all aged 66 years and over",460
E05011466,Coulsdon Town,-8,Does not apply,0
E05011466,Coulsdon Town,1,One-person household: Aged 66 years and over,550
E05011466,Coulsdon Town,2,One-person household: Other,624
E05011466,Coulsdon Town,3,Single family household: All aged 66 years and over,493
E05011466,Coulsdon Town,4,Single family household: Married or civil partnership couple: No children,619
E05011466,Coulsdon Town,5,Single family household: Married or civil partnership couple: Dependent children,1349
E05011466,Coulsdon Town,6,Single family household: Married or civil partnership couple: All children non-dependent,424
E05011466,Coulsdon Town,7,Single family household: Cohabiting couple family: No children,320
E05011466,Coulsdon Town,8,Single family household: Cohabiting couple family: With dependent children,253
E05011466,Coulsdon Town,9,Single family household: Cohabiting couple family: All children non-dependent,51
E05011466,Coulsdon Town,10,Single family household: Lone parent family: With dependent children,346
E05011466,Coulsdon Town,11,Single family household: Lone parent family: All children non-dependent,272
E05011466,Coulsdon Town,12,Other household types: Other related household: Other family composition,26
E05011466,Coulsdon Town,13,Other household types: With dependent children,211
E05011466,Coulsdon Town,14,"Other household types: Other, including all full-time students and all aged 66 years and over",186
E05011467,Crystal Palace & Upper Norwood,-8,Does not apply,0
E05011467,Crystal Palace & Upper Norwood,1,One-person household: Aged 66 years and over,667
E05011467,Crystal Palace & Upper Norwood,2,One-person household: Other,1793
E05011467,Crystal Palace & Upper Norwood,3,Single family household: All aged 66 years and over,281
E05011467,Crystal Palace & Upper Norwood,4,Single family household: Married or civil partnership couple: No children,553
E05011467,Crystal Palace & Upper Norwood,5,Single family household: Married or civil partnership couple: Dependent children,926
E05011467,Crystal Palace & Upper Norwood,6,Single family household: Married or civil partnership couple: All children non-dependent,234
E05011467,Crystal Palace & Upper Norwood,7,Single family household: Cohabiting couple family: No children,675
E05011467,Crystal Palace & Upper Norwood,8,Single family household: Cohabiting couple family: With dependent children,326
E05011467,Crystal Palace & Upper Norwood,9,Single family household: Cohabiting couple family: All children non-dependent,35
E05011467,Crystal Palace & Upper Norwood,10,Single family household: Lone parent family: With dependent children,688
E05011467,Crystal Palace & Upper Norwood,11,Single family household: Lone parent family: All children non-dependent,383
E05011467,Crystal Palace & Upper Norwood,12,Other household types: Other related household: Other family composition,82
